label,proto,n_packets,duration_s,len_mean,len_stdev,len_entropy,n_unique_sizes,dominant_size,dominant_size_fraction,top3_size_fraction,bulk_fraction,ack60_fraction,ack_to_data_ratio,iat_mean,iat_stdev,rate_pps,flow_key
background,udp,11828,315.28,255.3,185.4,3.639,409,260,0.369,0.615,0.001,0.0,0.0,0.0267,0.0152,37.52,udp:131.202.240.150:37736<->131.202.240.87:63222
background,tcp,53,31.9,117.2,61.2,2.479,9,194,0.34,0.717,0.0,0.208,0.262,0.6135,4.1658,1.66,tcp:131.202.240.87:2487<->173.252.79.80:3478
background,tcp,35,30.34,112.2,57.3,2.57,9,54,0.257,0.771,0.0,0.057,0.061,0.8924,5.1235,1.15,tcp:131.202.240.87:2489<->173.252.79.80:3478
background,tcp,56,31.9,136.8,183.8,2.725,11,98,0.286,0.679,0.0,0.196,0.244,0.58,4.0333,1.76,tcp:131.202.240.87:2490<->173.252.79.80:443
background,tcp,39,30.34,143.9,245.1,2.374,10,98,0.436,0.769,0.0,0.051,0.054,0.7985,4.8251,1.29,tcp:131.202.240.87:2492<->173.252.79.80:443
background,udp,32754,314.84,131.0,22.6,5.454,95,153,0.066,0.155,0.0,0.0,0.0,0.0096,0.0088,104.04,udp:131.202.240.150:35612<->131.202.240.87:63221
background,tcp,24,65.69,144.9,161.5,3.401,14,54,0.292,0.5,0.0,0.125,0.143,2.856,13.2122,0.37,tcp:131.202.240.87:2494<->173.252.100.27:443
background,tcp,126,10.97,731.9,618.9,2.798,25,1404,0.405,0.754,0.429,0.016,0.016,0.0878,0.5097,11.48,tcp:131.202.240.87:2498<->4.28.136.42:80
background,tcp,1057,652.25,569.9,883.9,4.373,161,66,0.366,0.542,0.233,0.0,0.0,0.6177,3.5956,1.62,tcp:131.202.240.150:56404<->173.252.100.27:443
background,tcp,30,180.4,118.1,100.3,2.811,10,66,0.333,0.633,0.0,0.067,0.071,6.2206,18.0584,0.17,tcp:131.202.240.150:45125<->209.148.205.26:443
background,tcp,14,646.64,94,48.7,1.95,6,66,0.571,0.786,0.0,0.0,0.0,49.7419,179.2397,0.02,tcp:131.202.240.150:44638<->173.252.79.88:3478
background,tcp,13,646.64,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,53.887,186.5576,0.02,tcp:131.202.240.150:53987<->173.252.79.88:443
background,tcp,13,646.64,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,53.887,186.5576,0.02,tcp:131.202.240.150:55353<->173.252.79.88:3478
background,tcp,13,646.64,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,53.887,186.5501,0.02,tcp:131.202.240.150:56446<->173.252.79.88:443
background,tcp,13,646.64,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,53.887,186.5312,0.02,tcp:131.202.240.150:47746<->173.252.79.88:3478
background,tcp,13,646.64,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,53.887,186.5262,0.02,tcp:131.202.240.150:40890<->173.252.79.88:443
background,tcp,13,646.64,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,53.887,186.5199,0.02,tcp:131.202.240.150:59969<->173.252.79.88:3478
background,tcp,13,646.64,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,53.887,186.5123,0.02,tcp:131.202.240.150:60914<->173.252.79.88:443
background,tcp,13,646.64,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,53.887,186.4947,0.02,tcp:131.202.240.150:47020<->173.252.79.88:3478
background,tcp,13,646.64,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,53.887,186.4884,0.02,tcp:131.202.240.150:50808<->173.252.79.88:443
background,tcp,13,646.64,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,53.887,186.4821,0.02,tcp:131.202.240.150:37774<->173.252.79.88:3478
background,tcp,13,646.64,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,53.887,186.4758,0.02,tcp:131.202.240.150:33157<->173.252.79.88:443
background,tcp,13,646.64,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,53.887,186.4557,0.02,tcp:131.202.240.150:57500<->173.252.79.88:3478
background,tcp,13,646.64,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,53.887,186.4507,0.02,tcp:131.202.240.150:49163<->173.252.79.88:443
background,tcp,13,646.64,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,53.887,186.4444,0.02,tcp:131.202.240.150:34017<->173.252.79.88:3478
background,tcp,13,646.64,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,53.887,186.4356,0.02,tcp:131.202.240.150:41390<->173.252.79.88:443
background,tcp,13,646.64,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,53.887,186.4193,0.02,tcp:131.202.240.150:39868<->173.252.79.88:3478
background,tcp,13,646.64,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,53.887,186.413,0.02,tcp:131.202.240.150:40300<->173.252.79.88:443
background,tcp,13,646.64,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,53.887,186.4054,0.02,tcp:131.202.240.150:43116<->173.252.79.88:3478
background,tcp,13,646.64,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,53.887,186.4004,0.02,tcp:131.202.240.150:41454<->173.252.79.88:443
background,tcp,13,646.64,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,53.887,186.3815,0.02,tcp:131.202.240.150:46967<->173.252.79.88:3478
background,tcp,13,646.64,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,53.887,186.3752,0.02,tcp:131.202.240.150:50658<->173.252.79.88:443
background,tcp,13,646.64,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,53.887,186.3689,0.02,tcp:131.202.240.150:45934<->173.252.79.88:3478
background,tcp,13,646.64,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,53.887,186.3627,0.02,tcp:131.202.240.150:60561<->173.252.79.88:443
background,tcp,41,182.41,127.9,131.5,3.473,17,66,0.293,0.537,0.0,0.049,0.051,4.5603,15.5967,0.22,tcp:131.202.240.150:56833<->173.252.100.27:443
background,udp,66309,634.39,131.6,21.7,5.307,106,153,0.143,0.222,0.0,0.0,0.0,0.0096,0.0059,104.52,udp:131.202.240.150:38766<->131.202.240.87:50768
background,udp,22940,634.39,231.1,68.5,1.854,90,260,0.68,0.798,0.0,0.0,0.0,0.0277,0.0149,36.16,udp:131.202.240.150:57275<->131.202.240.87:50769
background,udp,18,602.01,136,0.0,-0.0,1,136,1.0,1.0,0.0,0.0,0.0,35.4121,54.9515,0.03,udp:131.202.240.150:1900<->239.255.255.250:1900
background,tcp,28,585.77,66,0.0,-0.0,1,66,1.0,1.0,0.0,0.0,0.0,21.6951,22.9022,0.05,tcp:131.202.240.150:37692<->64.233.171.188:5228
background,tcp,18,122.29,96.7,36.2,2.1,5,135,0.389,0.778,0.0,0.111,0.125,7.1935,19.3749,0.15,tcp:131.202.240.150:45123<->209.148.205.26:443
background,tcp,18,122.29,96.7,36.2,2.1,5,135,0.389,0.778,0.0,0.111,0.125,7.1937,19.3823,0.15,tcp:131.202.240.150:45124<->209.148.205.26:443
background,tcp,111,116.05,1072.7,1987.9,2.246,19,66,0.486,0.829,0.405,0.0,0.0,1.055,3.0462,0.96,tcp:131.202.240.150:50800<->209.148.205.35:443
background,tcp,34,240.1,98.8,91.2,2.198,11,66,0.618,0.735,0.0,0.0,0.0,7.2759,16.4015,0.14,tcp:131.202.240.150:47563<->216.58.219.238:443
background,tcp,52,117.97,1019.8,1655.1,2.865,14,66,0.385,0.692,0.365,0.0,0.0,2.3131,11.5453,0.44,tcp:131.202.240.150:60694<->209.148.205.16:443
background,tcp,38,58.5,258.2,396.9,3.477,17,66,0.316,0.5,0.079,0.079,0.086,1.5811,9.5787,0.65,tcp:131.202.240.150:45944<->173.194.123.124:443
background,tcp,24,14.7,344.9,491.2,2.414,10,66,0.542,0.708,0.167,0.0,0.0,0.6392,2.2259,1.63,tcp:131.202.240.150:46059<->54.243.71.182:443
background,tcp,12,15.43,169.6,249.6,1.418,4,66,0.667,0.917,0.0,0.0,0.0,1.4023,3.2535,0.78,tcp:131.202.240.150:57785<->72.21.91.29:80
background,tcp,24,10.77,139.3,84.1,3.538,14,126,0.208,0.458,0.0,0.125,0.143,0.4683,2.2187,2.23,tcp:131.202.240.150:139<->131.202.240.183:53831
background,tcp,26,10.77,132.6,81.0,4.104,19,54,0.115,0.308,0.0,0.115,0.13,0.4306,2.1217,2.42,tcp:131.202.240.150:139<->131.202.240.183:53832
background,tcp,23,90.23,117.8,112.6,2.608,10,66,0.478,0.652,0.0,0.0,0.0,4.1012,13.2426,0.25,tcp:131.202.240.150:34009<->173.194.123.119:443
background,tcp,37,59.06,330.9,561.0,3.762,20,66,0.297,0.459,0.108,0.081,0.088,1.6405,9.8115,0.63,tcp:131.202.240.150:37112<->173.194.123.101:443
background,tcp,51,58.95,296.1,500.2,3.803,24,66,0.294,0.51,0.098,0.059,0.062,1.179,8.2998,0.87,tcp:131.202.240.150:43526<->173.194.123.70:443
background,tcp,650,686.93,439.4,1903.0,4.781,128,54,0.268,0.463,0.117,0.058,0.062,1.0584,6.0028,0.95,tcp:131.202.240.87:2309<->173.252.100.27:443
background,tcp,67,280.53,417.7,823.3,3.695,23,54,0.209,0.537,0.149,0.209,0.264,4.2505,29.872,0.24,tcp:131.202.240.87:2517<->173.194.123.96:443
background,tcp,34,643.49,61.4,7.0,1.581,5,55,0.441,0.941,0.0,0.029,0.03,19.4998,22.3347,0.05,tcp:131.202.240.87:2295<->74.125.22.188:5228
background,udp,600,633.82,62,0.0,-0.0,1,62,1.0,1.0,0.0,0.0,0.0,1.0581,0.6403,0.95,udp:131.202.240.87:50768<->173.252.79.84:443
background,udp,600,633.85,62,0.0,-0.0,1,62,1.0,1.0,0.0,0.0,0.0,1.0582,0.6403,0.95,udp:131.202.240.87:50769<->173.252.79.84:443
background,udp,152,625.21,77.4,29.5,1.722,8,62,0.428,0.914,0.0,0.0,0.0,4.1404,4.9038,0.24,udp:131.202.240.87:50768<->173.252.79.84:50011
background,udp,600,633.82,62,0.0,-0.0,1,62,1.0,1.0,0.0,0.0,0.0,1.0581,0.6404,0.95,udp:131.202.240.87:50768<->173.252.79.84:3478
background,udp,600,633.85,62,0.0,-0.0,1,62,1.0,1.0,0.0,0.0,0.0,1.0582,0.6404,0.95,udp:131.202.240.87:50769<->173.252.79.84:3478
background,udp,148,625.19,77.6,29.9,1.735,8,62,0.426,0.912,0.0,0.0,0.0,4.253,4.9245,0.24,udp:131.202.240.87:50769<->173.252.79.84:50011
background,udp,126,625.21,68,6.0,1.0,2,62,0.5,1.0,0.0,0.0,0.0,5.0017,4.9815,0.2,udp:131.202.240.87:50768<->69.171.239.36:3478
background,udp,126,625.2,68,6.0,1.0,2,62,0.5,1.0,0.0,0.0,0.0,5.0016,4.9813,0.2,udp:131.202.240.87:50769<->69.171.239.36:3478
background,udp,66309,634.4,131.6,21.7,5.307,106,153,0.143,0.222,0.0,0.0,0.0,0.0096,0.0061,104.52,udp:131.202.240.150:38766<->131.202.240.87:50768
background,tcp,36,30.33,110.7,57.1,2.605,9,54,0.25,0.75,0.0,0.083,0.091,0.8665,5.0496,1.19,tcp:131.202.240.87:2518<->173.252.79.84:3478
background,tcp,35,30.33,154.2,258.3,2.634,11,98,0.371,0.714,0.0,0.057,0.061,0.892,5.0959,1.15,tcp:131.202.240.87:2520<->173.252.79.84:443
background,udp,22940,634.4,231.1,68.5,1.854,90,260,0.68,0.798,0.0,0.0,0.0,0.0277,0.0148,36.16,udp:131.202.240.150:57275<->131.202.240.87:50769
background,tcp,35,30.33,112.2,57.3,2.57,9,54,0.257,0.771,0.0,0.057,0.061,0.892,5.1235,1.15,tcp:131.202.240.87:2521<->173.252.79.84:3478
background,tcp,39,30.34,143.9,245.1,2.374,10,98,0.436,0.769,0.0,0.051,0.054,0.7985,4.8255,1.29,tcp:131.202.240.87:2523<->173.252.79.84:443
background,tcp,136,640.02,213.4,221.2,3.975,40,54,0.309,0.507,0.007,0.015,0.015,4.7409,13.7917,0.21,tcp:131.202.240.87:2525<->173.252.100.27:443
background,tcp,21,65.7,154.8,176.7,3.237,12,54,0.286,0.524,0.0,0.143,0.167,3.285,14.1559,0.32,tcp:131.202.240.87:2527<->173.252.100.27:443
background,tcp,18,240.11,122.2,125.5,3.239,11,60,0.222,0.5,0.0,0.222,0.286,14.1243,58.1833,0.07,tcp:131.202.240.87:2529<->216.58.219.206:443
background,tcp,18,240.12,122.2,125.5,3.239,11,60,0.222,0.5,0.0,0.222,0.286,14.1246,58.1843,0.07,tcp:131.202.240.87:2531<->173.194.123.65:443
background,udp,16537,158.18,125.7,21.0,4.994,96,147,0.209,0.302,0.0,0.0,0.0,0.0096,0.007,104.54,udp:131.202.240.150:58046<->131.202.240.87:51706
background,udp,75370,158.18,1115.5,184.8,7.363,235,120,0.012,0.032,0.145,0.0,0.0,0.0021,0.0059,476.48,udp:131.202.240.150:43584<->131.202.240.87:51706
background,udp,147,156.11,62,0.0,-0.0,1,62,1.0,1.0,0.0,0.0,0.0,1.0693,0.6403,0.94,udp:131.202.240.87:51706<->173.252.79.80:443
background,udp,147,156.13,62,0.0,-0.0,1,62,1.0,1.0,0.0,0.0,0.0,1.0694,0.6404,0.94,udp:131.202.240.87:51706<->173.252.79.80:3478
background,udp,36,151.42,68,6.1,1.0,2,62,0.5,1.0,0.0,0.0,0.0,4.3262,4.9815,0.24,udp:131.202.240.87:51706<->173.252.79.80:50029
background,udp,32,151.34,68,6.1,1.0,2,62,0.5,1.0,0.0,0.0,0.0,4.8819,5.0416,0.21,udp:131.202.240.87:51706<->69.171.239.36:3478
background,tcp,70,126.84,281.3,365.7,3.867,26,54,0.3,0.5,0.057,0.029,0.029,1.8382,6.5611,0.55,tcp:131.202.240.87:2309<->173.252.100.27:443
background,tcp,33,116.53,204.9,203.8,3.467,17,54,0.333,0.515,0.0,0.0,0.0,3.6417,9.7556,0.28,tcp:131.202.240.87:2445<->173.252.100.27:443
background,tcp,45,29.17,523.1,613.0,4.155,24,54,0.2,0.4,0.156,0.089,0.098,0.663,3.5933,1.54,tcp:131.202.240.87:2454<->131.202.6.26:13000
background,udp,610545,5842.6,130.4,24.0,5.212,114,153,0.149,0.239,0.0,0.0,0.0,0.0096,0.0059,104.5,udp:10.0.2.15:52942<->131.202.240.101:55618
background,udp,12152,5841.96,126,20.0,1.0,2,146,0.5,1.0,0.0,0.0,0.0,0.4808,0.48,2.08,udp:10.0.2.15:52942<->131.202.240.101:39490
background,udp,5500,5839.93,62,0.0,-0.0,1,62,1.0,1.0,0.0,0.0,0.0,1.062,0.6395,0.94,udp:10.0.2.15:52942<->173.252.79.87:443
background,udp,5500,5839.93,62,0.0,-0.0,1,62,1.0,1.0,0.0,0.0,0.0,1.062,0.6395,0.94,udp:10.0.2.15:52942<->173.252.79.87:3478
background,udp,1160,5838.02,68,6.0,1.0,2,62,0.5,1.0,0.0,0.0,0.0,5.0371,4.9624,0.2,udp:10.0.2.15:52942<->173.252.79.87:50017
background,udp,1164,5838.1,68,6.0,1.0,2,62,0.5,1.0,0.0,0.0,0.0,5.0199,4.9623,0.2,udp:10.0.2.15:52942<->69.171.255.36:3478
background,udp,194,3215.54,124.8,24.0,0.994,2,103,0.546,1.0,0.0,0.0,0.0,16.6609,18.4169,0.06,udp:10.0.2.15:55755<->157.56.106.184:3544
background,tcp,1133,5830.08,176.1,197.8,3.573,46,54,0.232,0.542,0.0,0.206,0.259,5.1502,13.5088,0.19,tcp:10.0.2.15:49244<->173.252.110.27:443
background,tcp,1485,5817.81,241.4,333.5,3.836,84,60,0.25,0.557,0.04,0.25,0.333,3.9204,11.6202,0.26,tcp:10.0.2.15:49216<->173.252.110.27:443
background,tcp,11,120.04,59.8,8.8,1.79,4,60,0.455,0.909,0.0,0.455,0.833,12.0036,19.7482,0.09,tcp:10.0.2.15:49223<->24.156.140.10:443
background,tcp,270,5805.14,58.0,4.0,1.208,4,60,0.489,0.989,0.0,0.489,0.957,21.5804,22.4095,0.05,tcp:10.0.2.15:49179<->64.233.171.188:5228
background,tcp,11,104.99,62,15.8,1.79,4,60,0.455,0.909,0.0,0.455,0.833,10.4991,18.7742,0.1,tcp:10.0.2.15:49245<->173.194.123.104:443
background,udp,252,5778.4,515.2,30.1,2.585,6,470,0.167,0.5,0.0,0.0,0.0,23.0215,97.0992,0.04,udp:10.0.2.15:1900<->239.255.255.250:1900
background,udp,252,5778.4,547.2,30.1,2.585,6,502,0.167,0.5,0.0,0.0,0.0,23.0215,97.0992,0.04,udp:fe80::30b0:7327:9b1f:fc6b:1900<->ff02::c:1900
background,tcp,24,111.94,503.5,1051.4,2.855,11,60,0.333,0.667,0.125,0.333,0.5,4.867,23.2669,0.21,tcp:10.0.2.15:49247<->23.96.212.225:443
background,udp,160,5589.16,224.9,7.2,1.236,3,218,0.475,1.0,0.0,0.0,0.0,35.152,87.8095,0.03,udp:10.0.2.15:138<->10.0.2.255:138
background,tcp,17,61.07,462.1,621.9,2.234,6,54,0.353,0.824,0.294,0.235,0.308,3.8169,14.9713,0.28,tcp:10.0.2.15:49248<->209.148.205.8:80
background,udp,53,5580.16,98.5,8.7,0.941,2,92,0.642,1.0,0.0,0.0,0.0,107.3107,132.3963,0.01,udp:10.0.2.15:137<->10.0.2.255:137
background,udp,23,5580.16,104,0.0,-0.0,1,104,1.0,1.0,0.0,0.0,0.0,253.6435,122.3801,0.0,udp:10.0.2.15:137<->10.0.2.2:137
background,udp,54,5446.38,208,0.0,-0.0,1,208,1.0,1.0,0.0,0.0,0.0,102.7618,146.5623,0.01,udp:fe80::30b0:7327:9b1f:fc6b:57342<->ff02::c:1900
background,udp,104,5200.11,147,0.0,-0.0,1,147,1.0,1.0,0.0,0.0,0.0,50.4865,114.8409,0.02,udp:fe80::30b0:7327:9b1f:fc6b:546<->ff02::1:2:547
background,tcp,12,110.02,194.4,405.7,2.252,6,60,0.333,0.75,0.083,0.333,0.5,10.002,33.1491,0.11,tcp:10.0.2.15:49249<->209.148.205.33:80
background,tcp,17,110.02,258.5,435.1,2.604,8,60,0.294,0.706,0.118,0.294,0.417,6.8764,27.4792,0.15,tcp:10.0.2.15:49250<->209.148.205.33:80
background,tcp,12,110.02,206.8,383.9,2.252,6,60,0.333,0.75,0.083,0.333,0.5,10.002,33.1489,0.11,tcp:10.0.2.15:49251<->209.148.205.33:80
background,tcp,22,110.08,306.3,479.7,2.77,10,54,0.318,0.682,0.136,0.273,0.375,5.242,23.8715,0.2,tcp:10.0.2.15:49252<->65.54.225.168:443
background,tcp,25,109.51,311.6,486.9,2.818,11,54,0.32,0.68,0.16,0.28,0.389,4.5628,22.1523,0.23,tcp:10.0.2.15:49253<->65.54.225.168:443
background,tcp,24,108.64,285.0,453.5,2.864,11,60,0.292,0.667,0.125,0.292,0.412,4.7233,22.4837,0.22,tcp:10.0.2.15:49254<->65.54.225.168:443
background,tcp,16,144.42,411.9,599.5,2.477,7,54,0.312,0.75,0.25,0.25,0.333,9.6279,37.2624,0.11,tcp:10.0.2.15:49255<->23.195.194.188:80
background,tcp,29,60.08,633.9,656.2,1.953,6,1392,0.414,0.897,0.414,0.138,0.16,2.1458,11.3307,0.48,tcp:10.0.2.15:49259<->209.148.205.33:80
background,tcp,48,240.13,169.4,316.7,3.406,19,60,0.354,0.583,0.062,0.354,0.548,5.1092,14.0827,0.2,tcp:10.0.2.15:49260<->173.194.123.100:443
background,tcp,26,60.0,755,1502.9,2.035,7,60,0.538,0.846,0.192,0.538,1.167,2.4001,11.957,0.43,tcp:10.0.2.15:49261<->207.46.7.252:80
background,tcp,12,3600.28,118,64.0,2.0,4,171,0.25,0.75,0.0,0.25,0.333,327.2979,727.9821,0.0,tcp:10.0.2.15:49175<->111.221.124.63:443
background,tcp,42,240.12,119.6,156.8,3.176,17,60,0.405,0.619,0.0,0.405,0.68,5.8567,14.9531,0.17,tcp:10.0.2.15:49262<->173.194.123.99:443
background,tcp,11,15.17,117,134.6,2.005,5,60,0.364,0.818,0.0,0.364,0.571,1.5173,4.7651,0.72,tcp:10.0.2.15:49263<->93.184.215.200:80
background,tcp,41,240.32,104.0,113.1,3.133,16,60,0.39,0.634,0.0,0.39,0.64,6.0081,15.1113,0.17,tcp:10.0.2.15:49264<->74.125.22.95:443
background,tcp,43,240.12,187.9,461.6,3.178,18,60,0.419,0.628,0.023,0.419,0.72,5.7172,14.7968,0.18,tcp:10.0.2.15:49265<->173.194.123.40:443
background,tcp,36,240.08,89.6,92.1,2.933,13,60,0.389,0.667,0.0,0.389,0.636,6.8595,15.9946,0.15,tcp:10.0.2.15:49266<->173.194.123.14:443
background,tcp,44,240.13,116.6,153.5,3.216,17,60,0.386,0.614,0.0,0.386,0.63,5.5844,14.6462,0.18,tcp:10.0.2.15:49267<->173.194.123.100:443
background,tcp,23,110.09,295.3,471.6,2.719,10,54,0.348,0.696,0.13,0.261,0.353,5.0039,23.3175,0.21,tcp:10.0.2.15:49268<->65.54.225.168:443
background,tcp,25,109.49,309.1,481.7,2.818,11,54,0.32,0.68,0.16,0.28,0.389,4.5621,22.1532,0.23,tcp:10.0.2.15:49269<->65.54.225.168:443
background,tcp,24,108.65,285.0,453.5,2.864,11,60,0.292,0.667,0.125,0.292,0.412,4.7238,22.4774,0.22,tcp:10.0.2.15:49270<->65.54.225.168:443
background,tcp,29,60.09,633.9,657.6,2.595,9,54,0.345,0.724,0.414,0.138,0.16,2.1459,11.3299,0.48,tcp:10.0.2.15:49274<->209.148.205.32:80
background,tcp,59,392.12,113.5,134.1,3.245,21,60,0.407,0.627,0.0,0.407,0.686,6.7606,15.706,0.15,tcp:10.0.2.15:49276<->216.58.219.237:443
background,tcp,41,240.22,113.7,143.8,3.136,17,60,0.415,0.634,0.0,0.415,0.708,6.0054,15.1131,0.17,tcp:10.0.2.15:49277<->64.233.171.95:443
background,tcp,41,240.34,126.2,172.8,3.181,17,60,0.39,0.634,0.0,0.39,0.64,6.0086,15.1121,0.17,tcp:10.0.2.15:49278<->64.233.171.95:443
background,tcp,12,110.0,206.9,383.9,2.252,6,60,0.333,0.75,0.083,0.333,0.5,10.0001,33.1341,0.11,tcp:10.0.2.15:49279<->209.148.205.33:80
background,tcp,11,109.96,182.6,356.7,2.005,5,60,0.364,0.818,0.091,0.364,0.571,10.9965,34.7486,0.1,tcp:10.0.2.15:49280<->209.148.205.33:80
background,tcp,17,109.96,258.6,448.2,2.722,9,60,0.294,0.647,0.118,0.294,0.417,6.8724,27.4635,0.15,tcp:10.0.2.15:49282<->209.148.205.9:80
background,tcp,12,109.96,194.5,405.6,2.252,6,60,0.333,0.75,0.083,0.333,0.5,9.9962,33.1294,0.11,tcp:10.0.2.15:49281<->209.148.205.9:80
background,tcp,11,109.87,104.6,104.9,2.005,5,60,0.364,0.818,0.0,0.364,0.571,10.9867,34.7067,0.1,tcp:10.0.2.15:49283<->23.194.223.54:80
background,tcp,43,240.12,118.0,155.1,3.177,17,60,0.395,0.628,0.0,0.395,0.654,5.7172,14.797,0.18,tcp:10.0.2.15:49284<->173.194.123.110:443
background,tcp,12,97.47,206.8,383.9,2.252,6,60,0.333,0.75,0.083,0.333,0.5,8.8612,29.3655,0.12,tcp:10.0.2.15:49285<->209.148.205.33:80
background,tcp,12,97.47,195.9,381.8,2.252,6,60,0.333,0.75,0.083,0.333,0.5,8.8612,29.3662,0.12,tcp:10.0.2.15:49286<->209.148.205.9:80
background,tcp,12,97.48,204.4,384.4,2.252,6,60,0.333,0.75,0.083,0.333,0.5,8.8614,29.3658,0.12,tcp:10.0.2.15:49287<->209.148.205.9:80
background,tcp,23,110.14,355.0,506.0,2.908,11,54,0.304,0.652,0.13,0.261,0.353,5.0065,23.4286,0.21,tcp:10.0.2.15:49288<->137.116.32.77:443
background,tcp,35,240.08,90.6,93.2,2.932,13,60,0.4,0.657,0.0,0.4,0.667,7.0613,16.1938,0.15,tcp:10.0.2.15:49289<->74.125.226.2:443
background,tcp,36,240.09,89.6,92.1,2.933,13,60,0.389,0.667,0.0,0.389,0.636,6.8596,15.9939,0.15,tcp:10.0.2.15:49290<->173.194.123.2:443
background,tcp,23,110.05,295.3,471.6,2.719,10,54,0.348,0.696,0.13,0.261,0.353,5.0024,23.326,0.21,tcp:10.0.2.15:49291<->65.54.225.168:443
background,tcp,25,109.52,309.1,481.7,2.818,11,54,0.32,0.68,0.16,0.28,0.389,4.5633,22.1621,0.23,tcp:10.0.2.15:49292<->65.54.225.168:443
background,tcp,24,108.69,285.0,453.5,2.864,11,60,0.292,0.667,0.125,0.292,0.412,4.7255,22.4938,0.22,tcp:10.0.2.15:49293<->65.54.225.168:443
background,tcp,29,60.08,633.6,656.2,1.953,6,1392,0.414,0.897,0.414,0.138,0.16,2.1457,11.3292,0.48,tcp:10.0.2.15:49297<->209.148.205.32:80
background,tcp,41,240.13,121.1,158.9,3.136,17,60,0.415,0.634,0.0,0.415,0.708,6.0031,15.1136,0.17,tcp:10.0.2.15:49298<->74.125.226.166:443
background,tcp,43,240.13,94.8,95.6,3.131,16,60,0.395,0.628,0.0,0.395,0.654,5.7174,14.7976,0.18,tcp:10.0.2.15:49299<->74.125.226.166:443
background,tcp,43,240.46,117.4,144.3,3.214,17,60,0.372,0.628,0.0,0.372,0.593,5.7253,14.7954,0.18,tcp:10.0.2.15:49300<->173.194.208.95:443
background,tcp,34,240.08,91.7,94.9,2.884,13,60,0.412,0.676,0.0,0.412,0.7,7.2751,16.392,0.14,tcp:10.0.2.15:49301<->173.194.123.40:443
background,tcp,34,240.09,91.7,94.9,2.884,13,60,0.412,0.676,0.0,0.412,0.7,7.2754,16.392,0.14,tcp:10.0.2.15:49302<->173.194.123.2:443
background,tcp,44,240.12,176.9,330.6,3.252,17,60,0.364,0.614,0.068,0.364,0.571,5.5843,14.6458,0.18,tcp:10.0.2.15:49303<->173.194.123.104:443
background,tcp,44,240.14,121.3,166.4,3.262,18,60,0.386,0.614,0.0,0.386,0.63,5.5846,14.6454,0.18,tcp:10.0.2.15:49304<->216.58.219.237:443
background,tcp,46,242.57,122.8,151.9,3.256,19,60,0.413,0.609,0.0,0.413,0.704,5.3904,14.3398,0.19,tcp:10.0.2.15:49305<->74.125.22.95:443
background,tcp,41,240.32,114.8,149.1,3.133,16,60,0.39,0.634,0.0,0.39,0.64,6.0081,15.1115,0.17,tcp:10.0.2.15:49306<->74.125.22.95:443
background,tcp,47,240.15,210.3,376.9,3.4,19,60,0.34,0.596,0.085,0.34,0.516,5.2206,14.218,0.2,tcp:10.0.2.15:49307<->74.125.226.183:443
background,tcp,41,240.14,121.1,158.9,3.136,17,60,0.415,0.634,0.0,0.415,0.708,6.0034,15.1139,0.17,tcp:10.0.2.15:49308<->173.194.123.105:443
background,tcp,11,15.16,119.2,138.3,2.005,5,60,0.364,0.818,0.0,0.364,0.571,1.5159,4.7609,0.73,tcp:10.0.2.15:49309<->93.184.215.200:80
background,tcp,12,109.96,206.8,383.8,2.252,6,60,0.333,0.75,0.083,0.333,0.5,9.9966,33.132,0.11,tcp:10.0.2.15:49310<->209.148.205.33:80
background,tcp,11,109.95,182.6,356.7,2.005,5,60,0.364,0.818,0.091,0.364,0.571,10.9947,34.7429,0.1,tcp:10.0.2.15:49311<->209.148.205.33:80
background,tcp,12,92.96,195.9,405.3,2.252,6,60,0.333,0.75,0.083,0.333,0.5,8.4506,28.003,0.13,tcp:10.0.2.15:49312<->209.148.205.33:80
